,receiptId,brandCode,barcode,description,finalPrice,partnerItemId,pointsEarned,pointsPayerId,quantityPurchased,rewardsGroup,rewardsProductPartnerId,targetPrice,userFlaggedNewItem,needsFetchReview
2029,6004a5f20a7214ad4c000088,HY-VEE,754501311409,Hy-Vee Kettle Cooked Buffalo & Blue Cheese Potato Chips,1.67,1151,,,1.0,,,,,
2030,6004a5f20a7214ad4c000088,HY-VEE,,HYV KETTLE CHIP ORIG,3.69,1153,,,1.0,,,,,
2031,6004a5f20a7214ad4c000088,HY-VEE,754502285808,Hy-Vee Kettle Cooked Pub Mustard Flavored Potato Chips,1.67,1154,,,1.0,,,,,
2032,6004a5f20a7214ad4c000088,HY-VEE,754500355602,Hy-Vee Seasoned Croutons,1.79,1156,,,1.0,,,,,
2033,6004a5f20a7214ad4c000088,KASHI,,KASHI GOFLOW CINN CR,3.77,1157,,,1.0,,,,,
2034,6004a5f20a7214ad4c000088,KASHI,018627030010,Kashi Granola Bars - Chewy Honey Almond Flax,3.77,1158,,,1.0,NATURE VALLEY CHEWY BARS,5332f5f3e4b03c9a25efd0ae,,,
2035,6004a5f20a7214ad4c000088,LIPTON,041000004087,"Lipton Recipe Secrets Beefy Onion Recipe Soup & Dip Mix, 2 count, 2.2 oz",1.99,1159,19.9,5332f5f6e4b03c9a25efd0b4,1.0,LIPTON RECIPE SECRETS,5332f5f6e4b03c9a25efd0b4,,,
2036,6004a5f20a7214ad4c000088,NATURE'S PATH ORGANIC,058449450023,NTRS PTH FLX N OATS INST OAT ORGN BOX HOT CRL 14 OZ,3.99,1162,,,1.0,,559c2234e4b06aca36af13c6,,,
2037,6004a5f20a7214ad4c000088,,,MEAT,4.56,1165,,,1.0,,,,,
2038,6004a5f20a7214ad4c000088,,,FRSH BNLS PORK LOIN,4.56,1166,,,1.0,,,,,
2039,6004a5f20a7214ad4c000088,HILLSHIRE FARM,044500341720,Hillshire Farm - Turkey Polska Kielbasa 13.00-oz,3.99,1167,,,1.0,,559c2234e4b06aca36af13c6,,,
2040,6004a5f20a7214ad4c000088,HY-VEE,,HYV EXTRA SHARP CHDD,4.99,1168,,,1.0,,,,,
2041,6004a5f20a7214ad4c000088,JUST BARE,024105590051,JST BR BNLS HND TRMD MNML PRCS SKNL CHCK WHL BRST FLT RFRG MLDD TRY 14 OZ,6.99,1169,,,1.0,JUST BARE FRESH CHICKEN BREAST FILETS,559c2234e4b06aca36af13c6,,,
2042,6004a5f20a7214ad4c000088,KRAFT,021000604647,KRAFT Cheese - Pasteurized Prepared American Singles,3.29,1170,,,1.0,SARGENTO SLICED NATURAL CHEESE 7OZ OR SMALLER,5e7cf838f221c312e698a628,,,
2043,6004a5f20a7214ad4c000088,LAURA'S LEAN BEEF,21251000000,Laura's Lean Beef Ground Beef 93% Lean & Natural,5.99,1171,,,1.0,,,,,
2044,6004a5f20a7214ad4c000088,DOLE,071430010051,DL CRT ICBR PEA PD RDSH RD CBG RMN LTC VRY VG THRG WSHD LTC SLD BAG 11.9 OZ,3.49,1174,,,1.0,,559c2234e4b06aca36af13c6,,,
2045,6004a5f20a7214ad4c000088,GREEN GIANT,,GG KLONDIKE GOLDUST,3.99,1175,,,1.0,,,,,
2046,6004a5f20a7214ad4c000088,,,Green Bell Peppers,0.77,1176,,,1.0,,,,,
2047,6004a5f20a7214ad4c000088,HARVEST SNAPS,071146002487,CLB SNP CRSP BLCK PPR BKD 40 PCT LS FAT HRVS SNPS BAG 3.3 OZ,1.25,1177,,,1.0,,559c2234e4b06aca36af13c6,,,
2048,6004a5f20a7214ad4c000088,,,Organic Baby Spinach,1.88,1179,,,1.0,,,,,
2049,6004a5f20a7214ad4c000088,,,MONTEREY SLCD BABY B,2.50,1180,,,1.0,,,,,
2050,6004a5f20a7214ad4c000088,,,PINATA APPLES,0.88,1182,,,1.0,,,,,
2051,6004a5f20a7214ad4c000088,,,Flank Steak,12.99,1186,,,1.0,,,,,
2052,6004a5f20a7214ad4c000088,HY-VEE,754500638101,Hy-Vee Premium Distilled Water Gallon,0.99,1193,,,1.0,,,,,
2053,6004a5f20a7214ad4c000088,MISSION,,MISSION TORTILLA TRI,2.99,1194,,,1.0,,,,,
2054,6004a5f20a7214ad4c000088,TOSTITOS,511111001485,TOSTITOS,2.98,1195,,5332f5fbe4b03c9a25efd0ba,1.0,,5332f5fbe4b03c9a25efd0ba,,,
2055,6004a5f20a7214ad4c000088,,,ADVIL IBUPROFEN LIQU,4.99,1198,,,1.0,,,,,
2056,6004a5f20a7214ad4c000088,,,TC NCTN GUM 2MG MINT,26.99,1199,,,1.0,,,,,
2057,6004a5f20a7214ad4c000088,CHICKEN OF THE SEA,048000007070,CHCK SEA SRDN WHL WTR CAN IN BOX 3.75 OZ,0.99,1203,,,1.0,,559c2234e4b06aca36af13c6,,,
2058,6004a5f20a7214ad4c000088,,,OSCAR SARDINES 2LAY,3.34,1204,,,1.0,,,,,
2059,6004a5f20a7214ad4c000088,RICE-A-RONI,015300430594,Rice-A-Roni Rice Pilaf,2.38,1205,,,2.0,KNORR SIDES,5332f5f6e4b03c9a25efd0b4,,,
2060,6004a5f20a7214ad4c000088,STARKIST,,STARKIST CHUNK LT TU,0.92,1207,,,1.0,,,,,
2061,6004a5f20a7214ad4c000088,TOSTITOS,511111001485,TOSTITOS,3.99,1208,,5332f5fbe4b03c9a25efd0ba,1.0,,5332f5fbe4b03c9a25efd0ba,,,
2062,6004a5f20a7214ad4c000088,TIC TAC,009800300037,Tic Tac Cool Watermelon Gum,36.99,1211,,,1.0,,,,,
2063,6004a5f20a7214ad4c000088,SO DELICIOUS,,PREV FRZN ALASKAN SO,15.67,1214,,,1.0,,,,,
2064,6004a5f20a7214ad4c000088,,,TC NCTN GUM 2MG MINT,26.99,1218,,,1.0,,,,,
2065,6004a5f20a7214ad4c000088,HY-VEE,754500990209,Hy-Vee Sweet Smoked Thick Sliced Bacon,4.99,1221,,,1.0,,,,,
2066,6004a5f20a7214ad4c000088,WONDERFUL,014113910026,"Wonderful Roasted & Salted Pistachios, 16 oz",6.99,1225,,,1.0,,559c2234e4b06aca36af13c6,,,
2067,6004a5f20a7214ad4c000088,HY-VEE,075450120400,Hy-Vee Cage Free Omega-3 Grade A Large Brown Eggs,2.68,1229,,,1.0,,,,,
2068,6004a5f20a7214ad4c000088,HY-VEE,754500973400,Hy-Vee 4% Large Curd Cottage Cheese,2.99,1230,,,1.0,,,,,
2069,6004a5f20a7214ad4c000088,HY-VEE,754500947500,Hy-Vee Black Cherry Lowfat Yogurt,0.54,1231,,,1.0,,,,,
2070,6004a5f20a7214ad4c000088,HY-VEE,754500797204,Hy-Vee Orange Cream Lowfat Yogurt,0.54,1232,,,1.0,,,,,
2071,6004a5f20a7214ad4c000088,HY-VEE,,HYV LF STRWBRY BANAN,0.54,1233,,,1.0,,,,,
2072,6004a5f20a7214ad4c000088,,,2% Milk,4.09,1234,,,1.0,,,,,
2073,6004a5f20a7214ad4c000088,HY-VEE,,HYV LOBSTER BISQUE,4.99,1237,,,1.0,,,,,
2074,6004a5f20a7214ad4c000088,HY-VEE,754501315209,Hy-Vee Steam Quick Super Sweet White Corn,0.97,1240,,,1.0,,,,,
2075,6004a5f20a7214ad4c000088,,,CARAPELLI ORG UNFILT,10.99,1243,,,1.0,,,,,
2076,6004a5f20a7214ad4c000088,CAMPBELL'S,,CMPBLLS CRM MUSHRM,2.50,1244,,,2.0,,,,,
2077,6004a5f20a7214ad4c000088,CAMPBELL'S,,CMPBLLS TOMATO SOUP,2.38,1246,,,2.0,,,,,
2078,6004a5f20a7214ad4c000088,FRENCH'S,041500220208,FRNC ONN FRD RNG CAN 6 OZ,3.99,1248,,,1.0,,559c2234e4b06aca36af13c6,,,
2079,6004a5f20a7214ad4c000088,HY-VEE,,HYV CHILI BEANS,1.78,1249,,,2.0,,,,,
2080,6004a5f20a7214ad4c000088,HY-VEE,,HYV FR STYLE GRN BEA,4.74,1251,,,6.0,,,,,
2081,6004a5f20a7214ad4c000088,HY-VEE,754500024805,Hy-Vee Jellied Cranberry Sauce,3.12,1253,,,2.0,,,,,
2082,6004a5f20a7214ad4c000088,HY-VEE,,HYV KETTLE ORIGINAL,2.39,1255,,,1.0,,,,,
2083,6004a5f20a7214ad4c000088,HY-VEE,,HYV KETTLE SS&VINEGA,2.39,1256,,,1.0,,,,,
2084,6004a5f20a7214ad4c000088,HY-VEE,754500486009,Hy-Vee Unbleached All Purpose Flour,2.49,1257,,,1.0,,,,,
2085,6004a5f20a7214ad4c000088,CRISPIX,038000924224,Crispix Cereal,3.39,1259,,,1.0,CHEX CEREAL MEDIUM SIZE,5332f5f3e4b03c9a25efd0ae,,,
2086,6004a5f20a7214ad4c000088,KING ARTHUR FLOUR,,KING A BREAD FLOUR,5.49,1260,,,1.0,,,,,
2087,6004a5f20a7214ad4c000088,KITCHEN BASICS,611443010787,Kitchen Basics Organic Free-Range Chicken Stock for Cooking,3.69,1261,,,1.0,HEALTHY CHOICE BONE BROTH SOUP,5e825d64f221c312e698a62a,,,
2088,6004a5f20a7214ad4c000088,MCCORMICK,,MCCRMCK GARLIC POW,3.99,1263,,,1.0,,,,,
2089,6004a5f20a7214ad4c000088,,,NY CHS&GARLIC CROUTO,1.69,1264,,,1.0,,,,,
2090,6004a5f20a7214ad4c000088,OLD EL PASO,046000721835,"Old El Paso Mild Enchilada Sauce, 28 Oz",3.59,1265,,5332f5f3e4b03c9a25efd0ae,1.0,OLD EL PASO SAUCE,5332f5f3e4b03c9a25efd0ae,,,
2091,6004a5f20a7214ad4c000088,PEPPERIDGE FARM,014100095071,PPRD FRM HRB ALL PRPS CB BLND MW STV TOP IN BRD STFN BAG 12 OZ,2.50,1266,,,1.0,,559c2234e4b06aca36af13c6,,,
2092,6004a5f20a7214ad4c000088,STOVE TOP,043000285213,KRAFT STOVE TOP Stuffing Mix For Chicken 6oz,4.38,1268,22.0,559c2234e4b06aca36af13c6,2.0,STOVE TOP STUFFING MIX,559c2234e4b06aca36af13c6,,,
2093,6004a5f20a7214ad4c000088,STARKIST,,STARKIST CHUNK LITE,0.92,1270,,,1.0,,,,,
2094,6004a5f20a7214ad4c000088,,,T TOES PURIFIED WTR,0.99,1271,,,1.0,,,,,
2095,6004a5f20a7214ad4c000088,ZESTA,030100001331,KBLR ZST SLTD SLTN CRCK BAG IN BOX 16 OZ,3.29,1272,,,1.0,,559c2234e4b06aca36af13c6,,,
2096,6004a5f20a7214ad4c000088,NATURE'S PATH ORGANIC,058449450023,NTRS PTH FLX N OATS INST OAT ORGN BOX HOT CRL 14 OZ,3.99,1275,,,1.0,,559c2234e4b06aca36af13c6,,,
2097,6004a5f20a7214ad4c000088,,,80% Lean 20% Fat Ground Chuck American Beef,7.98,1278,,,2.0,,,,,
2098,6004a5f20a7214ad4c000088,,,Ground Beef,4.22,1280,,,1.0,,,,,
2099,6004a5f20a7214ad4c000088,AZTECA,041289895406,AZTC STNG CRN TRTL 10 CT,3.87,1281,,,3.0,,559c2234e4b06aca36af13c6,,,
2100,6004a5f20a7214ad4c000088,HY-VEE,,HYV EXTRA SHARP CHDD,4.99,1283,,,1.0,,,,,
2101,6004a5f20a7214ad4c000088,HY-VEE,075450093070,Hy-Vee Medium Cheddar Cheese Brick,1.99,1284,,,1.0,,,,,
2102,6004a5f20a7214ad4c000088,KRAFT,021000024926,Kraft Singles 2% Milk American Cheese Slices,4.99,1285,,,1.0,SARGENTO SLICED NATURAL CHEESE 8OZ OR LARGER,5e7cf838f221c312e698a628,,,
2103,6004a5f20a7214ad4c000088,BUNNY,,BUNNY LUV ORG CARTS,1.29,1288,,,1.0,,,,,
2104,6004a5f20a7214ad4c000088,,,Butternut Squash,2.49,1289,,,1.0,,,,,
2105,6004a5f20a7214ad4c000088,,4759,Butternut Squash,4.48,1291,,,1.0,,,,,
2106,6004a5f20a7214ad4c000088,,3332,Baby Spinach,2.99,1293,,,1.0,,,,,
2107,6004a5f20a7214ad4c000088,,4608,Regular Garlic,0.25,1294,,,1.0,,,,,
2108,6004a5f20a7214ad4c000088,,,Green Bell Peppers,0.88,1296,,,1.0,,,,,
2109,6004a5f20a7214ad4c000088,,,GREEN JALAPENO PEPPE,0.32,1297,,,1.0,,,,,
2110,6004a5f20a7214ad4c000088,HARVEST SNAPS,,HRVST SNAPS LTLY SLT,1.25,1299,,,1.0,,,,,
2111,6004a5f20a7214ad4c000088,DOLE CHILLED FRUIT JUICES,048500052020,DL PNPL ORNG BNN FRZN CNCN CAN 48 OZ JC BLND 12 FL OZ,1.48,1301,,,1.0,DOLE 100% FRUIT JUICES,559c2234e4b06aca36af13c6,,,
2112,6004a5f20a7214ad4c000088,,,Organic Blueberries,5.99,1303,,,1.0,,,,,
2113,6004a5f20a7214ad4c000088,,4166,Other Sweet Onions,1.31,1305,,,1.0,,,,,
2114,600496350a7214ad4c000087,,,,,,,,,,,,,
2115,60048e120a720f05f3000092,,,,,,,,,,,,,
2116,60049d9d0a720f05f3000094,HY-VEE,,HYV GRADE A X LRG EG,1.29,1042,,,1.0,,,,,
2117,60049d9d0a720f05f3000094,HY-VEE,,HYV LF BLUEBERRY YOG,0.54,1043,,,1.0,,,,,
2118,60049d9d0a720f05f3000094,LIGHT & FIT GREEK,036632011077,Light & Fit Greek Crunch Key Lime Pie Yogurt,0.54,1044,,,1.0,YOPLAIT GREEK YOGURT,5332f5f3e4b03c9a25efd0ae,,,
2119,60049d9d0a720f05f3000094,HY-VEE,,HYV LF PEACH YOGURT,0.54,1045,,,1.0,,,,,
2120,60049d9d0a720f05f3000094,HY-VEE,,HYV LF VANILLA YOGUR,0.54,1046,,,1.0,,,,,
2121,60049d9d0a720f05f3000094,,,1% Milk,3.99,1047,,,1.0,,,,,
2122,60049d9d0a720f05f3000094,CONNIE'S PIZZA,075706191031,CNS CLSC THN SPR BLCK OLV GRN PPR ONN WHL MLK MZRL PRMS RMN 25.49 OZ,5.99,1050,,,1.0,,559c2234e4b06aca36af13c6,,,
2123,60049d9d0a720f05f3000094,,,HV MIXED VEGETABLES,2.29,1051,,,1.0,,,,,
2124,60049d9d0a720f05f3000094,VAN DE KAMP'S,019600920106,Van de Kamp's - Crispy Fish Fillets 19.45-oz,6.99,1052,,,1.0,,559c2234e4b06aca36af13c6,,,
2125,60049d9d0a720f05f3000094,,,GRIMES NSA RED KIDNE,1.09,1055,,,1.0,,,,,
2126,60049d9d0a720f05f3000094,HATCH FARMS,028189000079,HTCH JLPN PPR SLCD JAR SLCT 12 OZ,1.19,1056,,,1.0,,559c2234e4b06aca36af13c6,,,
2127,60049d9d0a720f05f3000094,HY-VEE,754500326305,Hy-Vee Clover Honey Bear,5.99,1058,,,1.0,,,,,
2128,60049d9d0a720f05f3000094,HY-VEE,,HYV KETTLE MESQ BBQ,2.39,1059,,,1.0,,,,,
2129,60049d9d0a720f05f3000094,KELLOGG'S,,KELL ORIG FRSTD MINI,4.29,1060,,,1.0,,,,,
2130,60049d9d0a720f05f3000094,,,SIMPLY HVY DUTY FOIL,2.99,1061,,,1.0,,,,,
2131,60049d9d0a720f05f3000094,TEMPTATIONS,058496723002,WSTMP SS CTSNK RPGBG CHKN 6.3OZ,1.99,1062,,,1.0,,550b2565e4b001d5e9e4146f,,,
2132,60049d9d0a720f05f3000094,NATURE'S PATH ORGANIC,058449450023,NTRS PTH FLX N OATS INST OAT ORGN BOX HOT CRL 14 OZ,3.99,1065,,,1.0,,559c2234e4b06aca36af13c6,,,
2133,60049d9d0a720f05f3000094,HY-VEE,075450093070,Hy-Vee Medium Cheddar Cheese Brick,4.99,1069,,,1.0,,,,,
2134,60049d9d0a720f05f3000094,DOLE,048500256763,DOLE ORANGE PEACH MANGO JUICE VITAMIN C ENRICHED FROM CONCNTRT PSTRZD CARTON 1 CT 59 OZ,1.31,1072,,5332f5fbe4b03c9a25efd0ba,1.0,DOLE BLENDS MULTI SERVE,5332f5fbe4b03c9a25efd0ba,,,
2135,60049d9d0a720f05f3000094,,4816,Golden Sweet Potato,2.21,1073,,,1.0,,,,,
2136,60049d9d0a720f05f3000094,,4816,Golden Sweet Potato,2.21,1074,,,1.0,,,,,
2137,60049d9d0a720f05f3000094,,,GREEN BELL PEPPERS,0.91,1076,,,1.0,,,,,
2138,60049d9d0a720f05f3000094,,4166,Other Sweet Onions,0.91,1077,,,1.0,,,,,
2139,60049d9d0a720f05f3000094,HY-VEE,,HYV HALF & HALF,1.84,1081,,,1.0,,,,,
2140,60049d9d0a720f05f3000094,LIGHT & FIT GREEK,036632011077,Light & Fit Greek Crunch Key Lime Pie Yogurt,0.56,1082,,,1.0,YOPLAIT GREEK YOGURT,5332f5f3e4b03c9a25efd0ae,,,
2141,60049d9d0a720f05f3000094,HY-VEE,754500797204,Hy-Vee Orange Cream Lowfat Yogurt,0.56,1083,,,1.0,,,,,
2142,60049d9d0a720f05f3000094,HY-VEE,,HYV LF VANILLA YOGUR,0.56,1084,,,1.0,,,,,
2143,60049d9d0a720f05f3000094,HY-VEE,075450085150,Hy-Vee Unsalted Sweet Butter Quarters,3.99,1085,,,1.0,,,,,
2144,60049d9d0a720f05f3000094,,,2% Milk,4.09,1086,,,1.0,,,,,
2145,60049d9d0a720f05f3000094,EL MONTEREY,071007023095,EL MNT MLD BF BN GRN CHL BRT KP FRZN BAG 32 OZ,4.99,1089,,,1.0,,559c2234e4b06aca36af13c6,,,
2146,60049d9d0a720f05f3000094,BIGELOW,072310001459,Bigelow Green Tea Bags with Lemon,3.49,1092,,,1.0,LIPTON TEA,5332f5f6e4b03c9a25efd0b4,,,
2147,60049d9d0a720f05f3000094,HY-VEE,,HYV KETTLE MESQ BBQ,2.39,1094,,,1.0,,,,,
2148,60049d9d0a720f05f3000094,HY-VEE,754502285808,Hy-Vee Kettle Cooked Pub Mustard Flavored Potato Chips,2.39,1095,,,1.0,,,,,
2149,60049d9d0a720f05f3000094,HY-VEE SELECT,,HYV SELECT WIDE NOOD,2.99,1096,,,1.0,,,,,
2150,60049d9d0a720f05f3000094,KIKKOMAN,041390024368,KKMN SWT CHL RFRG AFTR OPNN SC BTL 13 OZ,3.79,1097,,,1.0,,559c2234e4b06aca36af13c6,,,
2151,60049d9d0a720f05f3000094,SPECIAL K,,SPL K ORIGINAL,1.88,1099,,,1.0,,,,,
2152,60049d9d0a720f05f3000094,SWANSON,511111204206,SWANSON,5.58,1100,55.8,5a734034e4b0d58f376be874,2.0,,5a734034e4b0d58f376be874,,,
2153,60049d9d0a720f05f3000094,YUBAN,043000716021,YUBAN Traditional Medium Roast Ground Coffee 12 oz. Canister,5.99,1102,30.0,559c2234e4b06aca36af13c6,1.0,YUBAN COFFEE,559c2234e4b06aca36af13c6,,,
2154,60049d9d0a720f05f3000094,HILLSHIRE FARM,044500341720,Hillshire Farm - Turkey Polska Kielbasa 13.00-oz,3.99,1105,,,1.0,,559c2234e4b06aca36af13c6,,,
2155,60049d9d0a720f05f3000094,HY-VEE,754500958803,Hy-Vee Diced Cooked Ham,2.99,1106,,,1.0,,,,,
2156,60049d9d0a720f05f3000094,HY-VEE,,HYV EX SHARP CHEDDAR,2.79,1107,,,1.0,,,,,
2157,60049d9d0a720f05f3000094,JUST BARE,024105590051,JST BR BNLS HND TRMD MNML PRCS SKNL CHCK WHL BRST FLT RFRG MLDD TRY 14 OZ,6.99,1108,,,1.0,JUST BARE FRESH CHICKEN BREAST FILETS,559c2234e4b06aca36af13c6,,,
2158,60049d9d0a720f05f3000094,LAURA'S LEAN BEEF,21251000000,Laura's Lean Beef Ground Beef 93% Lean & Natural,5.99,1109,,,1.0,,,,,
2159,60049d9d0a720f05f3000094,,,Blueberries,2.99,1112,,,1.0,,,,,
2160,60049d9d0a720f05f3000094,,4060,Broccoli,2.99,1113,,,1.0,,,,,
2161,60049d9d0a720f05f3000094,CAL-ORGANIC FARMS,,CAL ORG WHOLE CARTS,2.49,1114,,,1.0,,,,,
2162,60049d9d0a720f05f3000094,DOLE CHILLED FRUIT JUICES,048500052020,DL PNPL ORNG BNN FRZN CNCN CAN 48 OZ JC BLND 12 FL OZ,1.53,1115,,,1.0,DOLE 100% FRUIT JUICES,559c2234e4b06aca36af13c6,,,
2163,60049d9d0a720f05f3000094,DOLE,,DOLE ITALIAN BLEND,3.49,1117,,,1.0,,,,,
2164,60049d9d0a720f05f3000094,,4069,Green Cabbage,2.05,1118,,,1.0,,,,,
2165,60049d9d0a720f05f3000094,,,Leek,3.99,1120,,,1.0,,,,,
2166,60049d9d0a720f05f3000094,,4093,Large Yellow Onions,1.82,1121,,,1.0,,,,,
2167,60049d9d0a720f05f3000094,,,BAREFOOT PINOT NOIR,19.99,1125,,,1.0,,,,,
2168,60049d9d0a720f05f3000094,HY-VEE,754500973400,Hy-Vee 4% Large Curd Cottage Cheese,1.47,1128,,,1.0,,,,,
2169,60049d9d0a720f05f3000094,HY-VEE,075450079760,Hy-Vee Lowfat Blackberry Yogurt,0.56,1129,,,1.0,,,,,
2170,60049d9d0a720f05f3000094,HY-VEE,754500947807,Hy-Vee Lemon Flavored Lowfat Yogurt,0.56,1130,,,1.0,,,,,
2171,60049d9d0a720f05f3000094,HY-VEE,,HYV LF PEACH YOGURT,0.56,1131,,,1.0,,,,,
2172,60049d9d0a720f05f3000094,HY-VEE,,HYV LF VANILLA YOGUR,0.56,1132,,,1.0,,,,,
2173,60049d9d0a720f05f3000094,HY-VEE,075450085150,Hy-Vee Unsalted Sweet Butter Quarters,2.77,1133,,,1.0,,,,,
2174,60049d9d0a720f05f3000094,,,LUIGES DELUXE PIZZA,11.98,1136,,,2.0,,,,,
2175,60049d9d0a720f05f3000094,BUSH'S BEST,,BUSHS HOT RED CHILI,1.59,1140,,,1.0,,,,,
2176,60049d9d0a720f05f3000094,BUSH'S BEST,039400015031,Bush's Best Chili Beans - Kidney Beans in Mild Chili Sauce,1.59,1141,,,1.0,BIRDS EYE STEAMFRESH PLAIN FROZEN VEGETABLES,5e825d64f221c312e698a62a,,,
2177,60049d9d0a720f05f3000094,FOLGERS,025500204215,Folgers Classic Roast Medium Caffeinated Coffee,14.98,1149,,,2.0,SWISS MISS CAFÉ,5e825d64f221c312e698a62a,,,
2178,60049d9d0a720f05f3000094,HY-VEE,754501311409,Hy-Vee Kettle Cooked Buffalo & Blue Cheese Potato Chips,1.67,1151,,,1.0,,,,,
2179,60049d9d0a720f05f3000094,HY-VEE,,HYV KETTLE CHIP ORIG,3.69,1153,,,1.0,,,,,
2180,60049d9d0a720f05f3000094,HY-VEE,754502285808,Hy-Vee Kettle Cooked Pub Mustard Flavored Potato Chips,1.67,1154,,,1.0,,,,,
2181,60049d9d0a720f05f3000094,HY-VEE,754500355602,Hy-Vee Seasoned Croutons,1.79,1156,,,1.0,,,,,
2182,60049d9d0a720f05f3000094,KASHI,,KASHI GOFLOW CINN CR,3.77,1157,,,1.0,,,,,
2183,60049d9d0a720f05f3000094,KASHI,018627030010,Kashi Granola Bars - Chewy Honey Almond Flax,3.77,1158,,,1.0,NATURE VALLEY CHEWY BARS,5332f5f3e4b03c9a25efd0ae,,,
2184,60049d9d0a720f05f3000094,LIPTON,041000004087,"Lipton Recipe Secrets Beefy Onion Recipe Soup & Dip Mix, 2 count, 2.2 oz",1.99,1159,19.9,5332f5f6e4b03c9a25efd0b4,1.0,LIPTON RECIPE SECRETS,5332f5f6e4b03c9a25efd0b4,,,
2185,60049d9d0a720f05f3000094,NATURE'S PATH ORGANIC,058449450023,NTRS PTH FLX N OATS INST OAT ORGN BOX HOT CRL 14 OZ,3.99,1162,,,1.0,,559c2234e4b06aca36af13c6,,,
2186,60049d9d0a720f05f3000094,,,FRSH BNLS PORK LOIN,4.56,1166,,,1.0,,,,,
2187,60049d9d0a720f05f3000094,HILLSHIRE FARM,044500341720,Hillshire Farm - Turkey Polska Kielbasa 13.00-oz,3.99,1167,,,1.0,,559c2234e4b06aca36af13c6,,,
2188,60049d9d0a720f05f3000094,HY-VEE,,HYV EXTRA SHARP CHDD,4.99,1168,,,1.0,,,,,
2189,60049d9d0a720f05f3000094,JUST BARE,024105590051,JST BR BNLS HND TRMD MNML PRCS SKNL CHCK WHL BRST FLT RFRG MLDD TRY 14 OZ,6.99,1169,,,1.0,JUST BARE FRESH CHICKEN BREAST FILETS,559c2234e4b06aca36af13c6,,,
2190,60049d9d0a720f05f3000094,KRAFT,021000604647,KRAFT Cheese - Pasteurized Prepared American Singles,3.29,1170,,,1.0,SARGENTO SLICED NATURAL CHEESE 7OZ OR SMALLER,5e7cf838f221c312e698a628,,,
2191,60049d9d0a720f05f3000094,LAURA'S LEAN BEEF,21251000000,Laura's Lean Beef Ground Beef 93% Lean & Natural,5.99,1171,,,1.0,,,,,
2192,60049d9d0a720f05f3000094,DOLE,071430010051,DL CRT ICBR PEA PD RDSH RD CBG RMN LTC VRY VG THRG WSHD LTC SLD BAG 11.9 OZ,3.49,1174,,,1.0,,559c2234e4b06aca36af13c6,,,
2193,60049d9d0a720f05f3000094,GREEN GIANT,,GG KLONDIKE GOLDUST,3.99,1175,,,1.0,,,,,
2194,60049d9d0a720f05f3000094,,,Green Bell Peppers,0.77,1176,,,1.0,,,,,
2195,60049d9d0a720f05f3000094,HARVEST SNAPS,071146002487,CLB SNP CRSP BLCK PPR BKD 40 PCT LS FAT HRVS SNPS BAG 3.3 OZ,1.25,1177,,,1.0,,559c2234e4b06aca36af13c6,,,
2196,60049d9d0a720f05f3000094,,,Organic Baby Spinach,1.88,1179,,,1.0,,,,,
2197,60049d9d0a720f05f3000094,,,MONTEREY SLCD BABY B,2.50,1180,,,1.0,,,,,
2198,60049d9d0a720f05f3000094,,,Flank Steak,12.99,1186,,,1.0,,,,,
2199,60049d9d0a720f05f3000094,,,Flushable Wipes,11.99,1189,,,1.0,,,,,
2200,60049d9d0a720f05f3000094,HY-VEE,754500638101,Hy-Vee Premium Distilled Water Gallon,0.99,1193,,,1.0,,,,,
2201,60049d9d0a720f05f3000094,MISSION,,MISSION TORTILLA TRI,2.99,1194,,,1.0,,,,,
2202,60049d9d0a720f05f3000094,TOSTITOS,511111001485,TOSTITOS,2.98,1195,,5332f5fbe4b03c9a25efd0ba,1.0,,5332f5fbe4b03c9a25efd0ba,,,
2203,60049d9d0a720f05f3000094,ADVIL,,ADVIL TBUPROFEN LIQU,4.99,1198,,,1.0,,,,,
2204,60049d9d0a720f05f3000094,,,TC NCTN GUM 2MG MINT,26.99,1199,,,1.0,,,,,
2205,60049d9d0a720f05f3000094,CHICKEN OF THE SEA,048000007070,CHCK SEA SRDN WHL WTR CAN IN BOX 3.75 OZ,0.99,1203,,,1.0,,559c2234e4b06aca36af13c6,,,
2206,60049d9d0a720f05f3000094,,,OSCAR SARDINES 2LAY,3.34,1204,,,1.0,,,,,
2207,60049d9d0a720f05f3000094,RICE-A-RONI,015300430594,Rice-A-Roni Rice Pilaf,2.38,1205,,,2.0,KNORR SIDES,5332f5f6e4b03c9a25efd0b4,,,
2208,60049d9d0a720f05f3000094,STARKIST,,STARKIST CHUNK LT TU,0.92,1207,,,1.0,,,,,
2209,60049d9d0a720f05f3000094,TOSTITOS,511111001485,TOSTITOS,3.99,1208,,5332f5fbe4b03c9a25efd0ba,1.0,,5332f5fbe4b03c9a25efd0ba,,,
2210,60049d9d0a720f05f3000094,TIC TAC,009800300037,Tic Tac Cool Watermelon Gum,36.99,1211,,,1.0,,,,,
2211,60049d9d0a720f05f3000094,SO DELICIOUS,,PREV FRZN ALASKAN SO,15.67,1214,,,1.0,,,,,
2212,60049d9d0a720f05f3000094,,,TC NCTN GUM 2MG MINT,26.99,1218,,,1.0,,,,,
2213,60049d9d0a720f05f3000094,HY-VEE,754500990209,Hy-Vee Sweet Smoked Thick Sliced Bacon,4.99,1221,,,1.0,,,,,
